,0
3869,R98947
3870,R98947
3871,R98959
3872,R98986
3873,R99177
3874,R99185
3875,R99200
3876,R99202
3877,R99208
3878,R99527
3879,R99578_i
3880,R99578_r_i
3881,R99591
3882,R99601
3883,R99808
3884,R99833
3885,R99838
3886,R99846
3887,R99907_f
3888,R99907_i
3889,R99907_r_i
3890,R99916
3891,R99946
3892,T40440
3893,T40454_i
3894,T40467
3895,T40467
3896,T40507
3897,T40568_i
3898,T40568_r
3899,T40578
3900,T40578
3901,T40608
3902,T40634
3903,T40637
3904,T40645
3905,T40653_i
3906,T40653_r
3907,T40701
3908,T40726
3909,T40912
3910,T40922
3911,T40925
3912,T40949_f
3913,T40949_f
3914,T40973
3915,T41074_f
3916,T41078
3917,T41094
3918,T41117
3919,T41135
3920,T41139
3921,T41159
3922,T41199
3923,T41199
3924,T41204
3925,T41210_i
3926,T41210_r
3927,T46880
3928,T46924
3929,T46924
3930,T46933
3931,T46996
3932,T47213
3933,T47234
3934,T47234
3935,T47276
3936,T47297
3937,T47297
3938,T47330
3939,T47377
3940,T47383
3941,T47424
3942,T47424
3943,T47566
3944,T47584
3945,T47601
3946,T47645
3947,T47964
3948,T48039
3949,T48041
3950,T48161
3951,T48296
3952,T48612
3953,T48649
3954,T48692
3955,T48759
3956,T48939
3957,T48950_f
3958,T48950_i
3959,T48950_r_i
3960,T49192_r
3961,T49194
3962,T49204
3963,T49208
3964,T49279
3965,T49327
3966,T49397_f
3967,T49423
3968,T49429
3969,T49484
3970,T49484
3971,T49647_f
3972,T49703
3973,T49728
3974,T49838
3975,T49945
3976,T50086
3977,T50113
3978,T50211
3979,T50321
3980,T50344
3981,T50389
3982,T50397
3983,T50511
3984,T50661
3985,T50678_i
3986,T50769
3987,T50787
3988,T50796
3989,T50971
3990,T50974
3991,T50986
3992,T51139
3993,T51150
3994,T51206
3995,T51211
3996,T51244_f
3997,T51244_r_i
3998,T51288
3999,T51496
4000,T51534
4001,T51539
4002,T51558
4003,T51560
4004,T51570
4005,T51574
4006,T51576
4007,T51617
4008,T51621
4009,T51852
4010,T51856
4011,T51913
4012,T51944
4013,T51955
4014,T52003_i
4015,T52014
4016,T52015
4017,T52017
4018,T52017
4019,T52150
4020,T52185
4021,T52201
4022,T52342_i
4023,T52342_r
4024,T52343
4025,T52362_f
4026,T52374
4027,T52484
4028,T52484
4029,T52506
4030,T52520
4031,T52521
4032,T52529_i
4033,T52529_r_i
4034,T52624
4035,T52642
4036,T52678
4037,T52698
4038,T52806
4039,T52869
4040,T52882_f
4041,T52882_i
4042,T52905
4043,T53118
4044,T53138
4045,T53244_f
4046,T53244_i
4047,T53244_i
4048,T53277
4049,T53360
4050,T53389
4051,T53396_i
4052,T53396_r_i
4053,T53429
4054,T53535
4055,T53549
4056,T53609
4057,T53694
4058,T53830_f
4059,T53830_i
4060,T53889
4061,T54086
4062,T54095
4063,T54155
4064,T54276
4065,T54278
4066,T54303
4067,T54317
4068,T54360
4069,T54547
4070,T54650
4071,T54662
4072,T54670
4073,T54767
4074,T55008
4075,T55101
4076,T55117
4077,T55131
4078,T55255
4079,T55404
4080,T55558_f
4081,T55558_r_i
4082,T55607
4083,T55612
4084,T55709_f
4085,T55709_i
4086,T55709_r_i
4087,T55731
4088,T55741
4089,T55741
4090,T55840
4091,T55871
4092,T56011
4093,T56016
4094,T56191
4095,T56260
4096,T56279
4097,T56454
4098,T56454
4099,T56460
4100,T56470
4101,T56622
4102,T56674
4103,T56750
4104,T56771
4105,T56807
4106,T56858
4107,T56858
4108,T56934
4109,T57002
4110,T57079
4111,T57087
4112,T57124
4113,T57238
4114,T57535
4115,T57653
4116,T57701
4117,T57780_i
4118,T57780_r
4119,T57824
4120,T57872
4121,T57875_f
4122,T57875_i
4123,T57882_i
4124,T57882_r
4125,T57904
4126,T58029
4127,T58353
4128,T58509
4129,T58610
4130,T58645
4131,T58731_i
4132,T58992
4133,T59037
4134,T59167
4135,T59406_i
4136,T59406_r
4137,T59427
4138,T59528
4139,T59529
4140,T59627_f
4141,T59682
4142,T59684
4143,T59895
4144,T59930_f
4145,T59930_i
4146,T59946
4147,T59954
4148,T60155
4149,T60326
4150,T60429
4151,T60437
4152,T60456_f
4153,T60778_f
4154,T60778_i
4155,T60778_i
4156,T60780
4157,T60849
4158,T60860
4159,T61071
4160,T61077_f
4161,T61090
4162,T61333_f
4163,T61333_f
4164,T61338
4165,T61355
4166,T61446_f
4167,T61564
4168,T61591
4169,T61597
4170,T61599
4171,T61602
4172,T61609_f
4173,T61627_i
4174,T61627_i
4175,T61627_r
4176,T61632
4177,T61682
4178,T61750
4179,T61857
4180,T61867
4181,T61949
4182,T61950_f
4183,T62054
4184,T62054
4185,T62067
4186,T62083
4187,T62191_f
4188,T62198
4189,T62215
4190,T62541
4191,T62563
4192,T62568_f
4193,T62568_i
4194,T62635
4195,T63047
4196,T63052
4197,T63266
4198,T63370
4199,T63420
4200,T63483
4201,T63484
4202,T63496
4203,T63520
4204,T63591
4205,T63597
4206,T63598
4207,T63612
4208,T63613
4209,T63887
4210,T64001
4211,T64004
4212,T64004
4213,T64012
4214,T64026
4215,T64128
4216,T64134
4217,T64142
4218,T64163
4219,T64167
4220,T64171
4221,T64171
4222,T64207
4223,T64297
4224,T64298
4225,T64467
4226,T64470
4227,T64491
4228,T64576
4229,T64669
4230,T64878_i
4231,T64878_r
4232,T64885
4233,T64901
4234,T64923
4235,T64941
4236,T64983
4237,T65024
4238,T65046
4239,T65055
4240,T65061
4241,T65228
4242,T65380
4243,T65384
4244,T65444
4245,T65541
4246,T65562
4247,T65594_f
4248,T65594_f
4249,T65594_i
4250,T65594_r_i
4251,T65597_f
4252,T65770
4253,T65790
4254,T65844
4255,T65859
4256,T65872_f
4257,T65872_i
4258,T65872_r_i
4259,T66286_f
4260,T66286_f
4261,T66286_i
4262,T66307
4263,T66747
4264,T66799
4265,T66823
4266,T66823
4267,T66871
4268,T66871
4269,T66960
4270,T67006
4271,T67051
4272,T67077
4273,T67077
4274,T67173_i
4275,T67173_r
4276,T67257
4277,T67406
4278,T67414
4279,T67422
4280,T67475
4281,T67511
4282,T67549
4283,T67689
4284,T67703
4285,T67704
4286,T67897
4287,T67905
4288,T67915
4289,T67921
4290,T67986
4291,T67994
4292,T68115
4293,T68167
4294,T68283
4295,T68426
4296,T68450
4297,T68541_f
4298,T68542
4299,T68706
4300,T68722
4301,T68848
4302,T68853
4303,T68853
4304,T68979_f
4305,T68979_i
4306,T68979_i
4307,T69020
4308,T69021
4309,T69026
4310,T69030
4311,T69122
4312,T69265
4313,T69271
4314,T69308
4315,T69422_f
4316,T69422_i
4317,T69425
4318,T69450
4319,T69468
4320,T69603
4321,T69748
4322,T70058
4323,T70063
4324,T70197
4325,T70257
4326,T70564
4327,T70595
4328,T70891
4329,T70893
4330,T70899_i
4331,T70899_r
4332,T70920_f
4333,T70920_i
4334,T70920_r_i
4335,T71001
4336,T71009
4337,T71009
4338,T71025
4339,T71207
4340,T71306
4341,T71363
4342,T71553_f
4343,T71574
4344,T71609
4345,T71612
4346,T71643
4347,T71645_f
4348,T71645_i
4349,T71645_r_i
4350,T71646
4351,T71649
4352,T71662
4353,T71662
4354,T71764
4355,T72087
4356,T72171
4357,T72175
4358,T72203
4359,T72257
4360,T72336
4361,T72403_i
4362,T72403_r
4363,T72449
4364,T72582
4365,T72599_f
4366,T72610_f
4367,T72622
4368,T72625
4369,T72632
4370,T72870
4371,T72879
4372,T72905
4373,T73005_f
4374,T73005_i
4375,T73015
4376,T73089
4377,T73247
4378,T73247
4379,T73337
4380,T73788_f
4381,T73815
4382,T74249
4383,T74256
4384,T74257
4385,T74272
4386,T74556
4387,T74567
4388,T74614_f
4389,T74614_i
4390,T74614_r_i
4391,T74896
4392,T74904
4393,T74906_i
4394,T74906_r
4395,T75577
4396,T76970_f
4397,T76970_i
4398,T76971
4399,T76972
4400,T77537
4401,T77829
4402,T77840
4403,T78002
4404,T78091
4405,T78096
4406,T78395
4407,T78430
4408,T78477
4409,T78485
4410,T78585
4411,T78606
4412,T78610
4413,T78624
4414,T78876
4415,T79161
4416,T79169
4417,T79421
4418,T79426
4419,T79475
4420,T79592
4421,T79595
4422,T79616
4423,T79846
4424,T79849
4425,T80050
4426,T80178_i
4427,T80849
4428,T80849
4429,T80987
4430,T81098
4431,T81098
4432,T81103
4433,T81369
4434,T81459
4435,T81460_i
4436,T81492_f
4437,T81492_i
4438,T82459
4439,T82459
4440,T82470
4441,T83361
4442,T83368
4443,T83644
4444,T83672
4445,T83673
4446,T83887
4447,T83937
4448,T83942
4449,T83969
4450,T83985
4451,T84038
4452,T84057
4453,T84082
4454,T84099_f
4455,T84099_i
4456,T84481
4457,T85165
4458,T85166
4459,T85247
4460,T85544
4461,T85572
4462,T86142
4463,T86161
4464,T86173
4465,T86300
4466,T86307
4467,T86332
4468,T86444
4469,T86469
4470,T86482
4471,T86679
4472,T86684
4473,T86708
4474,T86736
4475,T86745
4476,T86754
4477,T86914
4478,T86928
4479,T86932
4480,T87527
4481,T87698
4482,T87800
4483,T87862
4484,T87866_f
4485,T87871_r
4486,T87873
4487,T88712
4488,T88721
4489,T88723
4490,T88805
4491,T88902
4492,T89028
4493,T89028
4494,T89084
4495,T89164
4496,T89175_i
4497,T89175_r
4498,T89422
4499,T89438_f
4500,T89649
4501,T89666
4502,T89669
4503,T89676
4504,T89730
4505,T89980
4506,T89991
4507,T90192
4508,T90203
4509,T90280
4510,T90345
4511,T90350_f
4512,T90444
4513,T90549_f
4514,T90570
4515,T90632
4516,T90668
4517,T90736
4518,T90736
4519,T90774_r
4520,T90789
4521,T90791_i
4522,T90791_r
4523,T90851
4524,T90857
4525,T90925
4526,T90980
4527,T91043
4528,T91121
4529,T91160_f
4530,T91230
4531,T91510_i
4532,T91563
4533,T91760
4534,T91869
4535,T91954
4536,T92195_f
4537,T92195_i
4538,T92195_r_i
4539,T92248
4540,T92259
4541,T92350
4542,T92782
4543,T92939
4544,T93267
4545,T93272_f
4546,T93284_f
4547,T93295
4548,T93317
4549,T93343
4550,T93888_f
4551,T94092
4552,T94092
4553,T94350_f
4554,T94350_i
4555,T94426
4556,T94579
4557,T94781
4558,T94781
4559,T94832
4560,T94885
4561,T94993_f
4562,T95014
4563,T95046
4564,T95052_f
4565,T95078
4566,T95291
4567,T95509
4568,T95509
4569,T95612
4570,T95807
4571,T96144
4572,T96364
4573,T96548
4574,T96621
4575,T96816_f
4576,T96832
4577,T96942
4578,T97002
4579,T97152
4580,T97181
4581,T97194
4582,T97199
4583,T97203
4584,T97209
4585,T97591
4586,T97724_f
4587,T97724_i
4588,T97890
4589,T97948
4590,T98002
4591,T98616
4592,T98665
4593,T98783
4594,T98796
4595,T98803
4596,T98848
4597,T98925
4598,T99080_r
4599,T99219
4600,T99303
4601,T99380_f
4602,T99380_i
4603,T99451_f
4604,T99451_r_i
4605,T99470
4606,T99470
4607,T99478
4608,T99498
4609,T99498_i
4610,T99532
4611,T99774
4612,U00001
4613,U00115_f
4614,U01038
4615,U01062
4616,U01120
4617,U01134
4618,U01147
4619,U01157
4620,U01244_i
4621,U01691
4622,U01828
4623,U01833
4624,U02019
4625,U02031
4626,U02076
4627,U02082
4628,U02309
4629,U02310
4630,U02326
4631,U02327
4632,U02328
4633,U02388
4634,U02388
4635,U02520
4636,U02556_i
4637,U02556_r
4638,U02570
4639,U02609
4640,U02609
4641,U02619
4642,U02632
4643,U02680
4644,U02687
4645,U02882
4646,U03056
4647,U03056
4648,U03090
4649,U03090
4650,U03100
4651,U03105
4652,U03106_i
4653,U03106_r
4654,U03187_i
4655,U03272
4656,U03399
4657,U03464
4658,U03494
4659,U03634
4660,U03688
4661,U03735_i
4662,U03735_i
4663,U03749
4664,U03851
4665,U03858
4666,U03865
4667,U03877
4668,U03882
4669,U03884
4670,U03886
4671,U04209
4672,U04241
4673,U04270
4674,U04313
4675,U04343
4676,U04636_i
4677,U04636_r
4678,U04806_f
4679,U04806_i
4680,U04806_i
4681,U04811
4682,U04840
4683,U04847
4684,U04897
4685,U04897
4686,U04953
4687,U05012_f
4688,U05012_i
4689,U05227
4690,U05237
4691,U05259
4692,U05291
4693,U05315
4694,U05569
4695,U05572
4696,U05589
4697,U05589
4698,U05596
4699,U06233
4700,U06452
4701,U06454
4702,U06454
4703,U06631
4704,U06641_i
4705,U06641_r
4706,U06643_f
4707,U06643_i
4708,U06698
4709,U06711
4710,U06715
4711,U06863
4712,U07149
4713,U07231
4714,U07349
4715,U07358
4716,U07358
4717,U07364
4718,U07364
4719,U07559
4720,U07620
4721,U07681
4722,U07695_f
4723,U07695_r_i
4724,U07747
4725,U07802
4726,U07882
4727,U07919
4728,U08006
4729,U08015
4730,U08023
4731,U08098_f
4732,U08098_i
4733,U08137
4734,U08191
4735,U08198
4736,U08336
4737,U08438
4738,U08818
4739,U08818
4740,U08854
4741,U08998_f
4742,U09002
4743,U09088
4744,U09278
4745,U09279
4746,U09284_f
4747,U09284_i
4748,U09304
4749,U09347
4750,U09368
4751,U09411
4752,U09413
4753,U09414
4754,U09477_f
4755,U09477_i
4756,U09564
4757,U09582
4758,U09587
4759,U09609
4760,U09623
4761,U09646
4762,U09770
4763,U09825
4764,U09848
4765,U09850
4766,U09851
4767,U09851
4768,U09860
4769,U09873
4770,U10116
4771,U10117_f
4772,U10117_i
4773,U10301
4774,U10324
4775,U10417_f
4776,U10417_i
4777,U10550
4778,U10686
4779,U10687
4780,U10689
4781,U10693
4782,U10694
4783,U10886
4784,U10991
4785,U11037
4786,U11050
4787,U11058
4788,U11090
4789,U11700
4790,U11732
4791,U11732
4792,U11791
4793,U11813
4794,U11813
4795,U11814
4796,U11870
4797,U12255_r
4798,U12387
4799,U12431
4800,U12535_i
4801,U12535_r
4802,U12569
4803,U12597
4804,U12767
4805,U12778
4806,U12779
4807,U12978
4808,U13022
4809,U13044
4810,U13047
4811,U13061
4812,U13061
4813,U13216
4814,U13616_f
4815,U13616_i
4816,U13616_r_i
4817,U13680
4818,U13737
4819,U13877
4820,U13896
4821,U13948
4822,U13991
4823,U14383
4824,U14391
4825,U14394_f
4826,U14394_f
4827,U14394_i
4828,U14394_r_i
4829,U14417
4830,U14518
4831,U14528
4832,U14550
4833,U14575
4834,U14577
4835,U14588
4836,U14603
4837,U14650
4838,U14658_f
4839,U14747
4840,U14755
4841,U14910
4842,U14957_f
4843,U14957_i
4844,U15085
4845,U15172
4846,U15174
4847,U15212
4848,U15306
4849,U15555
4850,U15655
4851,U15688
4852,U15689
4853,U15782
4854,U15932
4855,U16127
4856,U16282
4857,U16296
4858,U16307
4859,U16752
4860,U16811_i
4861,U16811_r
4862,U16954_r
4863,U16997
4864,U16997
4865,U17032
4866,U17033
4867,U17034
4868,U17077
4869,U17163
4870,U17195
4871,U17280
4872,U17418
4873,U17473
4874,U17566
4875,U17899
4876,U17989
4877,U18062
4878,U18088
4879,U18235
4880,U18242
4881,U18247
4882,U18259
4883,U18288
4884,U18291_f
4885,U18299
4886,U18300
4887,U18420_r
4888,U18422
4889,U18543
4890,U18549
4891,U18745
4892,U18914
4893,U18918
4894,U18920
4895,U18934_i
4896,U18985
4897,U19107
4898,U19142
4899,U19178
4900,U19180
4901,U19251
4902,U19252
4903,U19261
4904,U19345
4905,U19487
4906,U19517
4907,U19518
4908,U19523
4909,U19523
4910,U19557
4911,U19568
4912,U19718
4913,U19765
4914,U19796
4915,U19878
4916,U19969
4917,U19977
4918,U20158
4919,U20240
4920,U20280
4921,U20285
4922,U20325
4923,U20325
4924,U20350
4925,U20362
4926,U20428
4927,U20510
4928,U20537
4929,U20537
4930,U20582
4931,U20648
4932,U20760
4933,U20860
4934,U20938
4935,U20982
4936,U21090
4937,U21108
4938,U21128
4939,U21663
4940,U21858_f
4941,U21909
4942,U21914
4943,U21931
4944,U21936
4945,U21938
4946,U22055
4947,U22233
4948,U22312
4949,U22322
4950,U22322
4951,U22431
4952,U22526
4953,U22816
4954,U22897
4955,U22963
4956,U23157
4957,U23435
4958,U23435
4959,U23736
4960,U23752
4961,U23803
4962,U23852
4963,U23942
4964,U24055
4965,U24076_f
4966,U24077_f
4967,U24105
4968,U24153
4969,U24389
4970,U24660
4971,U25041
4972,U25041
4973,U25128
4974,U25138
4975,U25433
4976,U25435
4977,U25441
4978,U25441
4979,U25657
4980,U25676
4981,U25676
4982,U25771
4983,U25779
4984,U25975
4985,U26174
4986,U26398
4987,U26401
4988,U26403
4989,U26425
4990,U26648
4991,U26710
4992,U26712
4993,U27109
4994,U27143_f
4995,U27185
4996,U27266
4997,U27328
4998,U27460
4999,U27467
5000,U27831
5001,U28015
5002,U28015
5003,U28043_f
5004,U28049
5005,U28131
5006,U28170_f
5007,U28249
5008,U28251
5009,U28281
5010,U28368
5011,U28369
5012,U28369
5013,U28389
5014,U28686
5015,U28687
5016,U28694
5017,U29195
5018,U29344_r
5019,U29344_r
5020,U29589
5021,U29607
5022,U29725
5023,U29725
5024,U30521
5025,U30707
5026,U30825
5027,U30827
5028,U30828
5029,U30872
5030,U30884
5031,U31099
5032,U31116
5033,U31120
5034,U31176
5035,U31176
5036,U31215
5037,U31248_i
5038,U31248_r_i
5039,U31278
5040,U31346
5041,U31382
5042,U31383
5043,U31525
5044,U31556
5045,U31601
5046,U31875
5047,U31973
5048,U31973
5049,U32331
5050,U32331
5051,U32376
5052,U32500
5053,U32519
5054,U32974
5055,U32989
5056,U33017
5057,U33017
5058,U33053_f
5059,U33054
5060,U33328
5061,U33429
5062,U33635
5063,U33749
5064,U33761
5065,U33849
5066,U33921
5067,U34038
5068,U34252
5069,U34355
5070,U34355
5071,U34846
5072,U34976
5073,U34976
5074,U35100
5075,U35113
5076,U35143
5077,U35376
5078,U35398_f
5079,U35398_i
5080,U35835
5081,U36310
5082,U36448
5083,U36601
5084,U36621
5085,U36621
5086,U36798
5087,U37019
5088,U37146
5089,U37251_f
5090,U37251_i
5091,U37251_r_i
5092,U37408
5093,U37519
5094,U37529
5095,U37673_f
5096,U37690_i
5097,U37690_r
5098,U37707
5099,U37707
5100,U38175
5101,U38480_f
5102,U38864
5103,U38896
5104,U39050
5105,U39195
5106,U39196
5107,U39231
5108,U39817
5109,U39840
5110,V00511
5111,V00520_i
5112,V00520_i
5113,V00532_f
5114,V00532_i
5115,V00533_f
5116,V00533_i
5117,V00533_r_i
5118,V00536
5119,V00541
5120,V00541
5121,V00563
5122,V00563
5123,V00571
5124,X00088
5125,X00089
5126,X00090_f
5127,X00090_i
5128,X00356
5129,X00474
5130,X00491
5131,X00588
5132,X00700_f
5133,X01057
5134,X01060
5135,X01410
5136,X01417
5137,X02157
5138,X02160_f
5139,X02228
5140,X02492
5141,X02530
5142,X02744_i
5143,X02744_r
5144,X02750
5145,X02751
5146,X02751
5147,X02761
5148,X02812
5149,X02874
5150,X02875_f
5151,X03066
5152,X03066
5153,X03348
5154,X03438
5155,X03635
5156,X03635
5157,X03663
5158,X03674
5159,X03794
5160,X04011
5161,X04076
5162,X04297
5163,X04325
5164,X04366
5165,X04391
5166,X04434
5167,X04450
5168,X04500
5169,X04571
5170,X04827
5171,X04828
5172,X05130
5173,X05231
5174,X05231
5175,X05232
5176,X05276
5177,X05299
5178,X05299
5179,X05309
5180,X05610
5181,X05615
5182,X05615
5183,X05825
5184,X05908
5185,X05978
5186,X06256
5187,X06272
5188,X06290
5189,X06374
5190,X06389
5191,X06557
5192,X06562
5193,X06562
5194,X06614_f
5195,X06614_r_i
5196,X06661
5197,X06700
5198,X06745
5199,X06815_i
5200,X06825
5201,X06956
5202,X06985
5203,X07024
5204,X07109
5205,X07203
5206,X07290
5207,X07384
5208,X07495_i
5209,X07495_r
5210,X07695
5211,X07743
5212,X07820
5213,X07834
5214,X07862
5215,X07876_i
5216,X07876_r
5217,X07876_r
5218,X07881_f
5219,X07881_i
5220,X07882
5221,X07936
5222,X07948
5223,X07979
5224,X07994
5225,X12369
5226,X12466
5227,X12496
5228,X12548
5229,X12654
5230,X12791
5231,X12892
5232,X12901
5233,X13097
5234,X13227
5235,X13255
5236,X13293
5237,X13445
5238,X13451
5239,X13482
5240,X13810
5241,X13897_i
5242,X13897_r
5243,X13897_r
5244,X13916
5245,X13956
5246,X13967
5247,X13988
5248,X14046_f
5249,X14149
5250,X14329
5251,X14329
5252,X14346
5253,X14346
5254,X14355
5255,X14356_f
5256,X14362
5257,X14390
5258,X14445
5259,X14618
5260,X14787
5261,X14830
5262,X14850
5263,X14894
5264,X14958
5265,X14968
5266,X14974
5267,X15149
5268,X15215
5269,X15217
5270,X15218
5271,X15219_f
5272,X15219_i
5273,X15357_i
5274,X15357_r
5275,X15357_r
5276,X15376
5277,X15422
5278,X15505
5279,X15573
5280,X15722
5281,X15822_f
5282,X15882
5283,X15943
5284,X15949_i
5285,X15949_i
5286,X15949_r
5287,X16070_f
5288,X16070_r_i
5289,X16070_r_i
5290,X16135
5291,X16155
5292,X16155
5293,X16281
5294,X16316
5295,X16323
5296,X16351
5297,X16354
5298,X16356
5299,X16396
5300,X16416
5301,X16504_f
5302,X16662
5303,X16663
5304,X16665
5305,X16665
5306,X16666
5307,X16667
5308,X16699
5309,X16707
5310,X16901
5311,X16983
5312,X17042_f
5313,X17042_r_i
5314,X17070
5315,X17094_i
5316,X17094_r
5317,X17097_f
5318,X17273_f
5319,X17360
5320,X17405
5321,X17543
5322,X17576
5323,X17622
5324,X17644
5325,X17650
5326,X17668
5327,X51362
5328,X51362
5329,X51445
5330,X51521
5331,X51602
5332,X51630
5333,X51699_i
5334,X51699_r_i
5335,X51730
5336,X51758
5337,X51798
5338,X51801
5339,X51943
5340,X52001
5341,X52008
5342,X52009_f
5343,X52011
5344,X52015
5345,X52056
5346,X52075
5347,X52142
5348,X52192
5349,X52220
5350,X52228
5351,X52229
5352,X52425
5353,X52426
5354,X52479
5355,X52486
5356,X52520_f
5357,X52520_r_i
5358,X52541_f
5359,X52947
5360,X53004_f
5361,X53179_i
5362,X53179_r
5363,X53321
5364,X53416_r
5365,X53461_r
5366,X53468
5367,X53655_f
5368,X53741
5369,X53742
5370,X53743_f
5371,X53743_i
5372,X53793_f
5373,X53795
5374,X53799
5375,X54131_f
5376,X54131_f
5377,X54131_i
5378,X54150
5379,X54156
5380,X54162
5381,X54163_f
5382,X54232
5383,X54380
5384,X54457
5385,X54457
5386,X54489
5387,X54489
5388,X54667
5389,X54673
5390,X54741
5391,X54867_f
5392,X54869_f
5393,X54870
5394,X54871
5395,X54936_f
5396,X54936_i
5397,X54936_r_i
5398,X54937
5399,X54941
5400,X54942_f
5401,X54942_i
5402,X55005
5403,X55019
5404,X55177
5405,X55187_f
5406,X55330
5407,X55740
5408,X56253
5409,X56597_f
5410,X56597_i
5411,X56654
5412,X56667
5413,X56841
5414,X56958
5415,X57019
5416,X57025
5417,X57025
5418,X57110
5419,X57147
5420,X57206
5421,X57303_i
5422,X57303_r
5423,X57303_r
5424,X57346
5425,X57347
5426,X57348
5427,X57351_f
5428,X57637
5429,X57766
5430,X57830
5431,X57928
5432,X58072
5433,X58072
5434,X58234
5435,X58255
5436,X58288
5437,X58377
5438,X58399
5439,X58822
5440,X58840
5441,X59131
5442,X59244
5443,X59350
5444,X59372_f
5445,X59372_i
5446,X59373_f
5447,X59373_i
5448,X59543
5449,X59618
5450,X59656
5451,X59727
5452,X59739
5453,X59798
5454,X59798
5455,X59834
5456,X59869
5457,X59932
5458,X60201
5459,X60287
5460,X60364_f
5461,X60382
5462,X60489_f
5463,X60655_i
5464,X60655_r
5465,X60673
5466,X60702
5467,X60708
5468,X60992
5469,X61070
5470,X61072
5471,X61079
5472,X61123
5473,X61176
5474,X61177
5475,X61598
5476,X61598
5477,X61615
5478,X61755
5479,X61950
5480,X61950
5481,X61971_f
5482,X62025
5483,X62048
5484,X62055
5485,X62167
5486,X62381
5487,X62429_f
5488,X62570
5489,X62822
5490,X62891_f
5491,X62891_f
5492,X62899
5493,X63071
5494,X63097
5495,X63105
5496,X63187_f
5497,X63359
5498,X63380
5499,X63422
5500,X63432
5501,X63454
5502,X63469
5503,X63578_r
5504,X63597
5505,X63613
5506,X63657
5507,X63692
5508,X63741_f
5509,X63755
5510,X63755
5511,X64044
5512,X64229
5513,X64318
5514,X64330
5515,X64364
5516,X64559
5517,X64594
5518,X64594
5519,X64643
5520,X64728
5521,X64810
5522,X64810
5523,X65019_f
5524,X65233
5525,X65463
5526,X65488
5527,X65644
5528,X65779
5529,X65882
5530,X66079
5531,X66087
5532,X66141
5533,X66141
5534,X66142
5535,X66171
5536,X66357
5537,X66360
5538,X66362
5539,X66365
5540,X66403
5541,X66417
5542,X66533
5543,X66533
5544,X66610
5545,X66893
5546,X66899
5547,X66924
5548,X66975
5549,X67155
5550,X67235
5551,X67318
5552,X67325_f
5553,X67325_i
5554,X67334
5555,X67513
5556,X67699
5557,X67734
5558,X68148_r_i
5559,X68149
5560,X68242
5561,X68264
5562,X68277_r_i
5563,X68277_r_i
5564,X68303
5565,X68314
5566,X68505
5567,X68561
5568,X68679
5569,X68688
5570,X68830
5571,X69089
5572,X69089
5573,X69090
5574,X69115
5575,X69141_r
5576,X69295
5577,X69392
5578,X69433_f
5579,X69438
5580,X69490
5581,X69658
5582,X69658
5583,X69723
5584,X69838
5585,X69878
5586,X69910
5587,X69962
5588,X70040
5589,X70297
5590,X70340
5591,X70649_f
5592,X70683
5593,X70811
5594,X70940
5595,X70991_i
5596,X70991_r
5597,X71440
5598,X71440
5599,X71490
5600,X71877
5601,X72012
5602,X72089
5603,X72177
5604,X72304
5605,X72389_f
5606,X72389_r_i
5607,X72632
5608,X72755
5609,X72889
5610,X72964
5611,X73113_f
5612,X73114_f
5613,X73114_i
5614,X73114_r_i
5615,X73358
5616,X73424_f
5617,X73424_i
5618,X73424_i
5619,X73427
5620,X73502
5621,X73608
5622,X73874
5623,X73882
5624,X73902
5625,X74142
5626,X74295
5627,X74328
5628,X74331
5629,X74496
5630,X74570_f
5631,X74794
5632,X74819
5633,X74837
5634,X74987
5635,X75208
5636,X75304_f
5637,X75304_i
5638,X75308
5639,X75342
5640,X75500
5641,X75535
5642,X75546
5643,X75593
5644,X75756
5645,X75917
5646,X75917
5647,X75918
5648,X75958
5649,X75962
5650,X76029
5651,X76040
5652,X76060
5653,X76061
5654,X76091
5655,X76091
5656,X76092
5657,X76104
5658,X76105
5659,X76180
5660,X76180
5661,X76184
5662,X76383
5663,X76534
5664,X76562
5665,X76732
5666,X76942
5667,X77197
5668,X77278
5669,X77366
5670,X77383
5671,X77548
5672,X77743
5673,X77777
5674,X77909
5675,X77922
5676,X78031
5677,X78342
5678,X78549
5679,X78669_i
5680,X78669_r_i
5681,X78678
5682,X78706
5683,X78710
5684,X78711
5685,X78712
5686,X78873
5687,X78925
5688,X78926
5689,X78931
5690,X78932
5691,X78947
5692,X79066
5693,X79201
5694,X79204
5695,X79234_f
5696,X79293
5697,X79536
5698,X79563_f
5699,X79563_i
5700,X79683_f
5701,X79683_i
5702,X79857
5703,X79888
5704,X79981
5705,X80026_r
5706,X80062_f
5707,X80062_i
5708,X80197
5709,X80198
5710,X80200
5711,X80230_f
5712,X80343
5713,X80343
5714,X80507
5715,X80692
5716,X80754_f
5717,X80754_r_i
5718,X80878
5719,X80915
5720,X81120
5721,X81198
5722,X81333
5723,X81372
5724,X81438
5725,X81479
5726,X81788_r
5727,X81817
5728,X81836
5729,X81836
5730,X81844
5731,X82068
5732,X82166
5733,X82200
5734,X82206
5735,X82209
5736,X82224_i
5737,X82240
5738,X82324
5739,X82494
5740,X82539
5741,X82629
5742,X82634
5743,X82676
5744,X82693
5745,X82693
5746,X82835
5747,X82850
5748,X83107
5749,X83228
5750,X83300
5751,X83301
5752,X83425
5753,X83441
5754,X83535
5755,X83543
