BioD,False
D00015,False
D00102,False
D00173,False
D00306,False
D00726,False
D00749,False
D00760_f,False
D00761_f,False
D00762_f,False
D00763,False
D10040,False
D10537,False
D10872,False
D11086,False
D11094_i,False
D11139,False
D11327_i,False
D11327_r,False
D11456,False
D11466,False
D12620,False
D13305,False
D13633,False
D13642_i,False
D13643,False
D13645,False
D13665,False
D13789,False
D13891,False
D14520,False
D14582,False
D14657,False
D14658,False
D14659,False
D14661,False
D14663,False
D14678,False
D14694,False
D14696,False
D14717,False
D14811,False
D14822,False
D14823,False
D15050,False
D15057,False
D16294,False
D16350,False
D16362,False
D16431,False
D16532,False
D17390,False
D17391,False
D17547,False
D17570_r,False
D21064,False
D21090_r,False
D21094,False
D21209_i,False
D21235,False
D21239,False
D21853_f,False
D25235,False
D25418,False
D26069,False
D26125_f,False
D26362,False
D26445,False
D26535,False
D26600_f,False
D28118,False
D28137,False
D28532,False
D29641,False
D29767,False
D29832_f,False
D29832_i,False
D29833,False
D29954,False
D29956_f,False
D29956_r_i,False
D29992,False
D30655,False
D30758_f,False
D31763,False
D31767,False
D31884,False
D31885,False
D31889_i,False
D31889_r,False
D31891,False
D32002,False
D32051,False
D32202,False
D38251,False
D38491,False
D38521,False
D38537_f,False
D38550,False
D38551,False
D38552,False
D42038,False
D42039,False
D42045_r,False
D42055,False
D42108,False
D43636,False
D43949_f,False
D43950,False
D45370_f,False
D45370_r_i,False
D45371,False
D49394,False
D49487,False
D49488,False
D59253,False
D63807,False
D63874,False
D63878,False
D63882,False
D64053,False
D78152,False
D90041,False
D90086,False
D90239_f,False
D90239_i,False
D90276,False
D90312,False
D90391,False
H00423,False
H00645,False
H01165,False
H01346_f,False
H01418,False
H01482_f,False
H01482_i,False
H02009_f,False
H02279,False
H02532,False
H02560,False
H02611,False
H02630,False
H02836,False
H02882,False
H02889,False
H03061,False
H03442_f,False
H03442_i,False
H03442_r_i,False
H03461,False
H03946,False
H03968,False
H03980,False
H04235,False
H04311,False
H04342,False
H04461_i,False
H04641,False
H04765,False
H04802,False
H04990,False
H05070,False
H05091,False
H05138,False
H05222_i,False
H05303,False
H05695,False
H05800,False
H05803_f,False
H05899,False
H05966,False
H06045,False
H06195,False
H06245,False
H06709,False
H06877,False
H07114,False
H07860_r,False
H07878,False
H08144,False
H08156,False
H08393,False
H08559,False
H08678,False
H08751,False
H08758,False
H08858,False
H09083,False
H09137,False
H09305_i,False
H09542_r,False
H09625,False
H09642,False
H09719,False
H10048,False
H10083_f,False
H10156,False
H10419_f,False
H10667,False
H10671,False
H10798,False
H11063,False
H11125_f,False
H11272,False
H11276,False
H11316,False
H11320,False
H11324,False
H11338,False
H11374,False
H11446,False
H11609,False
H11650,False
H11719,False
H11773_i,False
H11940,False
H12072,False
H12216,False
H12317,False
H12771,False
H13194,False
H13272_f,False
H13714,False
H14343,False
H14372,False
H14384,False
H14506,False
H14607,False
H15020,False
H15118,False
H15167,False
H15525_f,False
H15531_r_i,False
H15533_f,False
H15533_r_i,False
H15542,False
H15552,False
H15562,False
H15571_i,False
H15703,False
H15901,False
H16096,False
H16758,False
H16774,False
H17040,False
H17048,False
H17409,False
H17646,False
H17802,False
H17827,False
H17897,False
H17901,False
H17923,False
H18209,False
H18236,False
H18441,False
H18451_i,False
H18490,False
H18836,False
H18919,False
H18946,False
H18971,False
H19001,False
H19201,False
H19232,False
H19272,False
H19878,False
H20165,False
H20289,False
H20503,False
H20505,False
H20709,False
H20819,False
H20926,False
H21402,False
H21913,False
H21927,False
H21944,False
H22230,False
H22550,False
H22579_f,False
H22665,False
H22688,False
H22821,False
H22842,False
H22939,False
H23079,False
H23544,False
H23568,False
H23740,False
H23975_f,False
H23975_i,False
H24030,False
H24076,False
H24401,False
H24748_f,False
H24748_i,False
H24766,False
H26101,False
H26161,False
H26183,False
H26185,False
H26426_r,False
H26655,False
H26658,False
H26676,False
H26695,False
H26759,False
H26960_f,False
H26960_i,False
H27771_f,False
H27921_i,False
H27921_r,False
H28050,False
H28146,False
H28284,False
H28373,False
H28452,False
H28469,False
H28614_i,False
H28614_r,False
H28704,False
H28711,False
H29054,False
H29293,False
H29335,False
H29521,False
H29572,False
H29625,False
H29838_f,False
H29895,False
H30216,False
H30530,False
H30564_f,False
H30734,False
H37925_f,False
H38200,False
H38216,False
H38444,False
H38671,False
H38838,False
H39222,False
H39654,False
H39669,False
H39671_i,False
H39991_r_i,False
H40095,False
H40108,False
H40202,False
H40269,False
H40434,False
H40517,False
H40554,False
H40560,False
H40680,False
H40699,False
H40705,False
H40867,False
H40980_f,False
H40980_i,False
H41006,False
H41075,False
H41147,False
H41432,False
H41548,False
H41554,False
H42127,False
H42754,False
H42852,False
H43183,False
H43328_i,False
H43663,False
H43851,False
H43908_f,False
H43908_i,False
H43908_r_i,False
H44030,False
H44044,False
H44956,False
H45251_f,False
H45251_i,False
H45299,False
H45474_i,False
H45474_r,False
H45526_r_i,False
H45692,False
H45781,False
H45802,False
H45807,False
H45977,False
H45996,False
H46001,False
H46425,False
H46728,False
H46732,False
H46971,False
H46987,False
H46994,False
H47348,False
H47585,False
H47609,False
H47628_f,False
H47628_i,False
H47640,False
H47650,False
H47817,False
H47859,False
H48027,False
H48262,False
H48460,False
H48485_f,False
H48490,False
H48516,False
H49064,False
H49277,False
H49515,False
H49652,False
H50199,False
H50229,False
H50239,False
H50438,False
H50515_f,False
H50700_i,False
H50876,False
H51015,False
H51137,False
H51196_f,False
H51196_i,False
H51524_f,False
H51607,False
H51626,False
H52180,False
H52222,False
H52231,False
H52256,False
H52518,False
H53092,False
H53120,False
H53136,False
H53564,False
H53834,False
H54417,False
H54446_f,False
H54676,False
H54722,False
H55759,False
H55933,False
H56077_f,False
H56092,False
H56627,False
H56680,False
H56918,False
H57095,False
H57136_f,False
H57529,False
H57679,False
H57957,False
H57958_i,False
H58696,False
H58737,False
H59231_f,False
H59259,False
H60050,False
H60074,False
H60150,False
H61758,False
H61816,False
H62177,False
H62365,False
H62528,False
H62531,False
H62535,False
H62826_f,False
H62860,False
H63116,False
H63354,False
H64001,False
H64141,False
H64259,False
H64325,False
H64526,False
H64564,False
H64576,False
H64819,False
H65017,False
H65066_f,False
H65117,False
H65354,False
H65482,False
H65488,False
H65732,False
H65842,False
H65986,False
H66332,False
H66340,False
H66490,False
H66832,False
H66834,False
H66976,False
H67026,False
H67568,False
H67764_i,False
H67893,False
H68520,False
H69184_i,False
H69296,False
H69819,False
H69867,False
H69869,False
H70323_i,False
H70323_r,False
H70425_f,False
H70833,False
H70857,False
H70868,False
H71122,False
H71465,False
H71627,False
H72060,False
H72110,False
H72234,False
H72965,False
H73284,False
H73947,False
H74197,False
H75382,False
H75866,False
H75955,False
H77302,False
H77306_i,False
H77348,False
H77510,False
H77536,False
H78063,False
H78374,False
H79349,False
H79713,False
H79852,False
H80032,False
H80057_f,False
H80152,False
H80342,False
H80809,False
H80975,False
H81068,False
H81202_r,False
H81412,False
H81558,False
H81802,False
H82137,False
H82719_f,False
H82723,False
H82897,False
H82962,False
H82966,False
H83392_r_i,False
H83427,False
H83925,False
H83932,False
H84032,False
H84102,False
H84114,False
H84228,False
H84249_f,False
H84795,False
H85111,False
H85136,False
H85348,False
H85361,False
H85444,False
H85528,False
H85878_f,False
H86060_f,False
H86488_f,False
H86518,False
H86710,False
H87013,False
H87106_f,False
H87135,False
H87157,False
H87205,False
H87240,False
H87260,False
H87344,False
H87362,False
H87366_f,False
H87371,False
H87372,False
H87456,False
H87465,False
H87473,False
H88129,False
H88250,False
H88261,False
H88517,False
H88888_f,False
H88888_i,False
H88938_i,False
H89087,False
H89088,False
H89092,False
H89374,False
H89477,False
H89481,False
H89559,False
H90020,False
H90764,False
H91144,False
H91696,False
H92195,False
H92205,False
H92279,False
H92646,False
J00073,False
J00140_r,False
J00212,False
J00268_f,False
J00268_i,False
J00277,False
J02645,False
J02685,False
J02902,False
J02933,False
J02943_f,False
J02958,False
J03019,False
J03027_i,False
J03027_r,False
J03037_i,False
J03069,False
J03161_f,False
J03161_r_i,False
J03171,False
J03358,False
J03464_f,False
J03473_r,False
J03490,False
J03507,False
J03569_f,False
J03589,False
J03746,False
J04026,False
J04040,False
J04046,False
J04058_f,False
J04088,False
J04102,False
J04111,False
J04449,False
J04501,False
J04543,False
J04569,False
J04809,False
J04970,False
J04977,False
J05096,False
J05249,False
J05272,False
J05401_f,False
J05401_i,False
J05550,False
K01900,False
K01911,False
K02054,False
K02100,False
K02268,False
K02766,False
K03192_i,False
K03204_f,False
K03204_i,False
K03208_i,False
K03460,False
K03474_r,False
L00352,False
L00634,False
L01131,False
L02426_f,False
L02426_i,False
L02785,False
L02950_f,False
L02950_i,False
L03427,False
L03840,False
L04282,False
L04490,False
L04656_f,False
L04656_i,False
L05072,False
L05147,False
L05515,False
L05568,False
L05628,False
L05779,False
L06132,False
L06133,False
L06139,False
L06519_f,False
L07077_f,False
L07395,False
L07590,False
L07868,False
L07956_r,False
L08010,False
L08069,False
L09118,False
L10123,False
L10126,False
L10386,False
L10403,False
L10678,False
L11005,False
L11239,False
L11369,False
L11371,False
L11372,False
L11667,False
L12398_i,False
L12579,False
L12693_f,False
L13042,False
L13268,False
L13278,False
L13291,False
L13329,False
L13744,False
L13773,False
L13852_f,False
L13852_i,False
L13923,False
L13972,False
L13977,False
L14075,False
L14076,False
